"empnum2","team2","date","score1","score2","flag1","flag2"
10021,"Team C",2021-06-15,115.203712473291,2,0,"No"
10021,"Team C",2021-06-22,114.497962880362,4,0,"Yes"
10021,"Team C",2021-06-29,116.006992613058,6,0,"Yes"
10021,"Team C",2021-07-06,114.469055365669,4,0,"Yes"
10021,"Team C",2021-07-13,114.873479765869,2,0,"Yes"
10021,"Team C",2021-07-20,114.003678835823,1,0,"No"
10021,"Team C",2021-07-27,115.813817677356,6,0,"No"
10021,"Team C",2021-08-03,113.871217866881,2,0,"Yes"
10021,"Team C",2021-08-10,116.250538375978,7,0,"Yes"
10021,"Team C",2021-08-17,116.483258105423,5,0,"No"
10021,"Team C",2021-08-24,115.148946807576,8,0,"No"
10021,"Team C",2021-08-31,114.87764855702,4,0,"No"
10021,"Team C",2021-09-07,115.031974582717,5,0,"Yes"
10021,"Team C",2021-09-14,116.824310379607,4,0,"No"
10021,"Team C",2021-09-21,113.955190169385,2,0,"Yes"
10021,"Team C",2021-09-28,115.541188366135,7,0,"No"
10021,"Team C",2021-10-05,117.471806867385,0,0,"Yes"
10021,"Team C",2021-10-12,117.738359183305,7,0,"Yes"
10021,"Team C",2021-10-19,117.820032649801,9,0,"No"
10021,"Team C",2021-10-26,118.95240157842,6,0,"Yes"
10022,"Team F",2021-06-01,111.680404025085,9,0,"No"
10022,"Team F",2021-06-08,111.69236834018,3,0,"Yes"
10022,"Team F",2021-06-15,113.004572656479,8,0,"Yes"
10022,"Team F",2021-06-22,112.677597875845,6,0,"Yes"
10022,"Team F",2021-06-29,115.567204915055,5,0,"No"
10022,"Team F",2021-07-06,115.315622828627,6,0,"Yes"
10022,"Team F",2021-07-13,115.221847825632,7,0,"Yes"
10022,"Team F",2021-07-20,115.5807464583,5,0,"Yes"
10022,"Team F",2021-07-27,116.587822722799,3,0,"Yes"
10022,"Team F",2021-08-03,115.668377924616,6,0,"No"
10022,"Team F",2021-08-10,115.822152578604,6,0,"No"
10022,"Team F",2021-08-17,114.819284305113,6,0,"Yes"
10022,"Team F",2021-08-24,116.242621278494,4,0,"Yes"
10022,"Team F",2021-08-31,115.827115461278,3,0,"Yes"
10022,"Team F",2021-09-07,113.474351918777,3,0,"Yes"
10022,"Team F",2021-09-14,115.862346224328,6,0,"Yes"
10022,"Team F",2021-09-21,115.596087750371,4,0,"No"
10022,"Team F",2021-09-28,117.156744845639,7,0,"Yes"
10022,"Team F",2021-10-05,117.073412479707,9,0,"Yes"
10022,"Team F",2021-10-12,118.761644825097,5,0,"Yes"
10022,"Team F",2021-10-19,119.093398212962,3,0,"Yes"
10022,"Team F",2021-10-26,120.216950698055,2,0,"Yes"
10023,"Team D",2021-06-01,112.600384649132,3,0,"Yes"
10023,"Team D",2021-06-08,112.05971503287,4,0,"Yes"
10023,"Team D",2021-06-15,112.681849949818,5,1,"No"
10023,"Team D",2021-06-22,115.387139206636,1,0,"Yes"
10023,"Team D",2021-06-29,115.811331574485,3,0,"Yes"
10023,"Team D",2021-07-06,115.947085416737,8,0,"No"
10023,"Team D",2021-07-13,116.384549632148,5,0,"Yes"
10023,"Team D",2021-07-20,114.206498631387,6,0,"Yes"
10023,"Team D",2021-07-27,117.482850448833,7,0,"Yes"
10023,"Team D",2021-08-03,115.654203705899,4,1,"Yes"
10023,"Team D",2021-08-10,114.794366439046,5,0,"No"
10023,"Team D",2021-08-17,115.248874734177,4,0,"No"
10023,"Team D",2021-08-24,114.746492546651,2,0,"Yes"
10023,"Team D",2021-08-31,113.998172422744,4,0,"Yes"
10023,"Team D",2021-09-07,115.686126946485,4,0,"Yes"
10023,"Team D",2021-09-14,114.988360586705,4,0,"No"
10023,"Team D",2021-09-21,114.445262104655,4,0,"No"
10023,"Team D",2021-09-28,115.571951970547,2,0,"Yes"
10023,"Team D",2021-10-05,117.128308276886,2,0,"Yes"
10023,"Team D",2021-10-12,117.542041465166,2,0,"Yes"
10023,"Team D",2021-10-19,119.653029591869,4,0,"Yes"
10023,"Team D",2021-10-26,118.96508705957,2,0,"Yes"
10024,"Team E",2021-06-01,113.979401913832,7,0,"Yes"
10024,"Team E",2021-06-08,112.99372902161,3,0,"Yes"
10024,"Team E",2021-06-15,112.278310343628,5,0,"Yes"
10024,"Team E",2021-06-22,114.18910287465,7,0,"Yes"
10024,"Team E",2021-06-29,115.695875156561,1,0,"No"
10024,"Team E",2021-07-06,114.749618842182,2,0,"Yes"
10024,"Team E",2021-07-13,115.315468721705,5,0,"No"
10024,"Team E",2021-07-20,117.651067807145,3,0,"Yes"
10024,"Team E",2021-07-27,117.307956186375,4,0,"Yes"
10024,"Team E",2021-08-03,115.29466507343,7,1,"Yes"
10024,"Team E",2021-08-10,115.201438349014,2,0,"Yes"
10024,"Team E",2021-08-17,114.498763347672,6,0,"No"
10024,"Team E",2021-08-24,116.209024974627,9,0,"Yes"
10024,"Team E",2021-08-31,116.394209665893,3,0,"No"
10024,"Team E",2021-09-07,113.807889397569,7,0,"Yes"
10024,"Team E",2021-09-14,114.21785116809,4,0,"Yes"
10024,"Team E",2021-09-21,115.766844944096,7,0,"Yes"
10024,"Team E",2021-09-28,115.244413697997,2,0,"Yes"
10024,"Team E",2021-10-05,117.414800017695,7,0,"No"
10024,"Team E",2021-10-12,118.608713671154,6,0,"Yes"
10024,"Team E",2021-10-19,119.488195087423,2,0,"No"
10024,"Team E",2021-10-26,120.372187107354,5,0,"Yes"
10025,"Team R",2021-06-01,113.156284307575,3,0,"Yes"
10025,"Team R",2021-06-08,111.172166500433,7,0,"No"
10025,"Team R",2021-06-15,112.950111335076,6,0,"Yes"
10025,"Team R",2021-06-22,114.122843064559,2,0,"No"
10025,"Team R",2021-06-29,114.779537272901,7,0,"No"
10025,"Team R",2021-07-06,113.957623507815,3,0,"Yes"
10025,"Team R",2021-07-13,114.949804152353,2,0,"Yes"
10025,"Team R",2021-07-20,115.287615749239,3,0,"No"
10025,"Team R",2021-07-27,116.918090100356,3,0,"Yes"
10025,"Team R",2021-08-03,115.913019711444,1,0,"Yes"
10025,"Team R",2021-08-10,114.615985534216,3,0,"No"
10025,"Team R",2021-08-17,116.431579756679,5,0,"Yes"
10025,"Team R",2021-08-24,116.276427904719,4,0,"Yes"
10025,"Team R",2021-08-31,116.161645701122,11,0,"Yes"
10025,"Team R",2021-09-07,114.399798196161,4,0,"Yes"
10025,"Team R",2021-09-14,114.252215644517,10,0,"Yes"
10025,"Team R",2021-09-21,113.867751138174,7,0,"Yes"
10025,"Team R",2021-09-28,115.471111669663,6,0,"Yes"
10025,"Team R",2021-10-05,116.240955846468,6,0,"Yes"
10025,"Team R",2021-10-12,119.194736030875,4,1,"Yes"
10025,"Team R",2021-10-19,118.776554315436,4,0,"Yes"
10025,"Team R",2021-10-26,122.393604993165,3,0,"No"
10026,"Team J",2021-06-01,111.489570816697,6,0,"Yes"
10026,"Team J",2021-06-08,113.02105007539,7,0,"Yes"
10026,"Team J",2021-06-15,112.791983359118,4,0,"No"
10026,"Team J",2021-06-22,113.55083319071,6,0,"Yes"
10026,"Team J",2021-06-29,115.872309601851,1,0,"No"
10026,"Team J",2021-07-06,115.850700242189,6,0,"Yes"
10026,"Team J",2021-07-13,116.837074721728,7,0,"Yes"
10026,"Team J",2021-07-20,115.371201336569,2,0,"Yes"
10026,"Team J",2021-07-27,114.893696064755,5,0,"Yes"
10026,"Team J",2021-08-03,116.448296630566,8,0,"No"
10026,"Team J",2021-08-10,116.512220573564,10,0,"No"
10026,"Team J",2021-08-17,116.826773904004,2,0,"Yes"
10026,"Team J",2021-08-24,115.843888324981,6,0,"Yes"
10026,"Team J",2021-08-31,114.790596180379,3,0,"Yes"
10026,"Team J",2021-09-07,114.788575972242,6,0,"Yes"
10026,"Team J",2021-09-14,114.800693759917,4,0,"Yes"
10026,"Team J",2021-09-21,114.615661591563,6,0,"Yes"
10026,"Team J",2021-09-28,116.999337632451,9,0,"Yes"
10026,"Team J",2021-10-05,117.997593442182,4,0,"No"
10026,"Team J",2021-10-12,117.76590215998,6,0,"Yes"
10026,"Team J",2021-10-19,119.922141435408,2,0,"Yes"
10026,"Team J",2021-10-26,120.520375178944,4,0,"No"
10027,"Team E",2021-06-01,110.448086680216,6,0,"Yes"
10027,"Team E",2021-06-08,111.279604057862,5,0,"Yes"
10027,"Team E",2021-06-15,113.105970165551,3,0,"No"
10027,"Team E",2021-06-22,115.20058995233,10,0,"Yes"
10027,"Team E",2021-06-29,116.111695410843,3,0,"Yes"
10027,"Team E",2021-07-06,115.371276425936,5,0,"Yes"
10027,"Team E",2021-07-13,117.492359274959,7,0,"Yes"
10027,"Team E",2021-07-20,115.694754940607,4,0,"Yes"
10027,"Team E",2021-07-27,116.306161030998,4,0,"Yes"
10027,"Team E",2021-08-03,114.5806577569,7,0,"No"
10027,"Team E",2021-08-10,117.296727601706,5,0,"Yes"
10027,"Team E",2021-08-17,115.11331137829,3,0,"Yes"
10027,"Team E",2021-08-24,117.560655967146,4,0,"Yes"
10027,"Team E",2021-08-31,114.407162813805,6,0,"No"
10027,"Team E",2021-09-07,114.983502947366,6,0,"No"
10027,"Team E",2021-09-14,115.073847130819,3,0,"Yes"
10027,"Team E",2021-09-21,115.232182060377,3,1,"Yes"
10027,"Team E",2021-09-28,116.99136585159,9,0,"Yes"
10027,"Team E",2021-10-05,117.627344719811,1,0,"Yes"
10027,"Team E",2021-10-12,117.730613235884,9,0,"Yes"
10027,"Team E",2021-10-19,118.646779138681,4,0,"Yes"
10027,"Team E",2021-10-26,119.116219062967,4,0,"Yes"
10028,"Team O",2021-06-01,99.4405388993208,5,0,"No"
10028,"Team O",2021-06-08,102.823807257324,5,0,"No"
10028,"Team O",2021-06-15,101.143129761034,8,1,"Yes"
10028,"Team O",2021-06-22,103.173186664391,6,0,"Yes"
10028,"Team O",2021-06-29,105.406067387663,6,0,"No"
10028,"Team O",2021-07-06,104.419391717815,3,0,"Yes"
10028,"Team O",2021-07-13,106.062330068843,8,0,"No"
10028,"Team O",2021-07-20,103.851068581249,7,0,"Yes"
10028,"Team O",2021-07-27,104.515046739777,3,0,"Yes"
10028,"Team O",2021-08-03,106.637609929088,5,0,"Yes"
10028,"Team O",2021-08-10,106.183927604405,4,0,"Yes"
10028,"Team O",2021-08-17,104.688397106322,8,0,"Yes"
10028,"Team O",2021-08-24,104.505895356459,10,0,"Yes"
10028,"Team O",2021-08-31,106.9346039987,5,0,"No"
10028,"Team O",2021-09-07,104.162402689116,9,0,"Yes"
10028,"Team O",2021-09-14,104.948061097062,8,0,"Yes"
10028,"Team O",2021-09-21,107.232608813535,6,0,"Yes"
10028,"Team O",2021-09-28,107.310413192053,5,0,"Yes"
10028,"Team O",2021-10-05,107.828078241514,3,0,"Yes"
10028,"Team O",2021-10-12,107.396321227142,3,0,"Yes"
10028,"Team O",2021-10-19,109.079964628794,3,0,"Yes"
10028,"Team O",2021-10-26,107.51111025574,9,0,"Yes"
10029,"Team N",2021-06-01,111.359544591284,12,0,"No"
10029,"Team N",2021-06-08,111.987866928293,5,0,"No"
10029,"Team N",2021-06-15,113.429652580533,0,0,"Yes"
10029,"Team N",2021-06-22,112.948479419423,2,0,"No"
10029,"Team N",2021-06-29,114.420857160136,1,0,"Yes"
10029,"Team N",2021-07-06,115.61919800979,2,0,"No"
10029,"Team N",2021-07-13,114.827974828944,5,0,"No"
10029,"Team N",2021-07-20,114.866669884457,7,0,"Yes"
10029,"Team N",2021-07-27,116.69012112488,3,0,"Yes"
10029,"Team N",2021-08-03,115.784577867258,4,0,"Yes"
10029,"Team N",2021-08-10,114.20232110507,6,0,"Yes"
10029,"Team N",2021-08-17,115.374571621989,5,0,"No"
10029,"Team N",2021-08-24,116.430253599916,2,0,"No"
10029,"Team N",2021-08-31,116.486723529137,12,0,"Yes"
10029,"Team N",2021-09-07,115.740457613073,6,0,"Yes"
10029,"Team N",2021-09-14,116.821110670525,5,1,"Yes"
10029,"Team N",2021-09-21,114.755900137735,4,0,"Yes"
10029,"Team N",2021-09-28,116.541303699314,9,0,"No"
10029,"Team N",2021-10-05,116.530875197743,4,0,"No"
10029,"Team N",2021-10-12,116.76919045891,5,0,"No"
10029,"Team N",2021-10-19,118.098447016866,10,0,"Yes"
10029,"Team N",2021-10-26,122.400470997708,2,0,"Yes"
10030,"Team U",2021-06-01,109.805946813845,4,0,"No"
10030,"Team U",2021-06-08,112.608720195309,5,0,"No"
10030,"Team U",2021-06-15,112.281698723171,4,0,"Yes"
10030,"Team U",2021-06-22,114.32879159515,4,1,"Yes"
10030,"Team U",2021-06-29,116.003131438058,8,0,"No"
10030,"Team U",2021-07-06,115.327373805392,6,0,"Yes"
10030,"Team U",2021-07-13,115.73017258646,4,0,"Yes"
10030,"Team U",2021-07-20,117.812714901552,7,0,"Yes"
10030,"Team U",2021-07-27,115.059098116778,5,0,"Yes"
10030,"Team U",2021-08-03,115.45888645599,8,0,"Yes"
10030,"Team U",2021-08-10,115.589589136437,5,0,"Yes"
10030,"Team U",2021-08-17,115.518205874127,3,0,"Yes"
10030,"Team U",2021-08-24,115.210084895068,2,0,"No"
10030,"Team U",2021-08-31,116.440597607023,11,0,"Yes"
10030,"Team U",2021-09-07,113.735890830642,2,0,"No"
10030,"Team U",2021-09-14,115.656220650563,9,0,"No"
10030,"Team U",2021-09-21,115.204182922003,4,0,"Yes"
10030,"Team U",2021-09-28,117.495398056927,4,0,"Yes"
10030,"Team U",2021-10-05,116.139387523943,5,0,"Yes"
10030,"Team U",2021-10-12,114.978253892646,7,0,"Yes"
10030,"Team U",2021-10-19,117.272304591751,6,0,"No"
10030,"Team U",2021-10-26,120.452479438293,4,0,"Yes"
10031,"Team A",2021-06-01,110.905685960649,5,0,"Yes"
10031,"Team A",2021-06-08,114.56157162135,3,0,"Yes"
10031,"Team A",2021-06-15,112.400685272554,7,0,"Yes"
10031,"Team A",2021-06-22,115.54500606001,2,0,"Yes"
10031,"Team A",2021-06-29,114.715823939017,5,0,"Yes"
10031,"Team A",2021-07-06,118.353147171272,6,0,"Yes"
10031,"Team A",2021-07-13,115.669832839791,4,0,"Yes"
10031,"Team A",2021-07-20,114.641470694554,4,0,"Yes"
10031,"Team A",2021-07-27,115.425967180547,1,0,"Yes"
10031,"Team A",2021-08-03,115.101152457986,4,0,"Yes"
10031,"Team A",2021-08-10,116.412753602848,5,0,"Yes"
10031,"Team A",2021-08-17,115.342265198353,3,0,"Yes"
10031,"Team A",2021-08-24,115.895708046596,4,0,"Yes"
10031,"Team A",2021-08-31,115.157503318239,5,0,"Yes"
10031,"Team A",2021-09-07,116.989242934738,3,0,"Yes"
10031,"Team A",2021-09-14,114.272570166693,6,0,"No"
10031,"Team A",2021-09-21,116.823118982294,8,0,"Yes"
10031,"Team A",2021-09-28,115.636516948603,10,0,"Yes"
10031,"Team A",2021-10-05,117.074715990006,5,0,"Yes"
10031,"Team A",2021-10-12,114.777327219285,8,0,"Yes"
10031,"Team A",2021-10-19,117.993918456064,3,0,"Yes"
10031,"Team A",2021-10-26,120.341258542649,2,0,"No"
10032,"Team Y",2021-06-01,110.715559173522,8,0,"Yes"
10032,"Team Y",2021-06-08,113.19347428417,6,0,"Yes"
10032,"Team Y",2021-06-15,114.80872886918,2,0,"No"
10032,"Team Y",2021-06-22,115.031433721709,8,0,"Yes"
10032,"Team Y",2021-06-29,114.873544605302,3,0,"Yes"
10032,"Team Y",2021-07-06,115.426330082266,5,0,"Yes"
10032,"Team Y",2021-07-13,116.048010733337,2,0,"Yes"
10032,"Team Y",2021-07-20,116.29771242598,4,0,"Yes"
10032,"Team Y",2021-07-27,116.073708964121,4,0,"Yes"
10032,"Team Y",2021-08-03,115.972832741187,2,0,"Yes"
10032,"Team Y",2021-08-10,114.926286309345,5,0,"Yes"
10032,"Team Y",2021-08-17,115.006115595608,5,0,"No"
10032,"Team Y",2021-08-24,113.445981725742,6,0,"Yes"
10032,"Team Y",2021-08-31,114.674980523633,4,0,"Yes"
10032,"Team Y",2021-09-07,114.928584304231,6,0,"Yes"
10032,"Team Y",2021-09-14,114.863019896704,6,0,"Yes"
10032,"Team Y",2021-09-21,116.263884746697,5,0,"No"
10032,"Team Y",2021-09-28,116.564092803016,5,0,"Yes"
10032,"Team Y",2021-10-05,118.086652978393,6,0,"Yes"
10032,"Team Y",2021-10-12,119.457662737016,5,1,"Yes"
10032,"Team Y",2021-10-19,118.547862971221,7,0,"Yes"
10032,"Team Y",2021-10-26,119.751760121249,6,0,"Yes"
10033,"Team R",2021-06-01,111.673368751783,2,0,"Yes"
10033,"Team R",2021-06-08,112.63544657506,9,0,"Yes"
10033,"Team R",2021-06-15,113.23082661105,6,0,"No"
10033,"Team R",2021-06-22,114.643521237816,7,0,"Yes"
10033,"Team R",2021-06-29,114.065549161436,3,0,"Yes"
10033,"Team R",2021-07-06,114.657113442669,3,0,"Yes"
10033,"Team R",2021-07-13,113.987561433859,2,0,"No"
10033,"Team R",2021-07-20,115.977061023874,6,0,"Yes"
10033,"Team R",2021-07-27,113.318423930444,7,0,"Yes"
10033,"Team R",2021-08-03,115.833774208496,4,0,"Yes"
10033,"Team R",2021-08-10,115.859450834727,2,1,"Yes"
10033,"Team R",2021-08-17,115.539328431528,6,0,"No"
10033,"Team R",2021-08-24,117.226321308922,5,0,"Yes"
10033,"Team R",2021-08-31,116.818112916024,5,0,"No"
10033,"Team R",2021-09-07,115.791503390883,5,0,"Yes"
10033,"Team R",2021-09-14,114.10007463164,5,0,"Yes"
10033,"Team R",2021-09-21,115.700584665917,3,0,"Yes"
10033,"Team R",2021-09-28,116.188427603551,5,0,"No"
10033,"Team R",2021-10-05,117.393610321232,3,0,"Yes"
10033,"Team R",2021-10-12,116.426753578457,4,0,"Yes"
10033,"Team R",2021-10-19,119.02486334012,6,1,"No"
10033,"Team R",2021-10-26,120.232973097155,6,0,"Yes"
10034,"Team V",2021-06-01,110.480764544401,7,0,"Yes"
10034,"Team V",2021-06-08,113.700422158749,2,0,"Yes"
10034,"Team V",2021-06-15,113.827602444727,3,0,"No"
10034,"Team V",2021-06-22,114.922415143122,4,0,"Yes"
10034,"Team V",2021-06-29,114.613146323262,2,0,"Yes"
10034,"Team V",2021-07-06,115.430845658277,7,0,"Yes"
10034,"Team V",2021-07-13,116.622766061678,3,0,"No"
10034,"Team V",2021-07-20,116.927988364691,4,1,"Yes"
10034,"Team V",2021-07-27,116.102063537546,7,0,"No"
10034,"Team V",2021-08-03,114.478935050606,8,0,"Yes"
10034,"Team V",2021-08-10,117.038945540789,2,0,"Yes"
10034,"Team V",2021-08-17,116.914145375449,5,1,"Yes"
10034,"Team V",2021-08-24,115.902014107298,6,0,"No"
10034,"Team V",2021-08-31,114.155502679443,8,0,"No"
10034,"Team V",2021-09-07,113.49529927785,5,1,"Yes"
10034,"Team V",2021-09-14,114.258168340036,5,0,"Yes"
10034,"Team V",2021-09-21,115.225799151371,6,1,"Yes"
10034,"Team V",2021-09-28,116.2890263794,7,0,"No"
10034,"Team V",2021-10-05,116.717008931227,5,0,"Yes"
10034,"Team V",2021-10-12,118.26726407273,4,0,"Yes"
10034,"Team V",2021-10-19,117.819115301236,7,0,"No"
10034,"Team V",2021-10-26,120.04760952184,3,0,"Yes"
10035,"Team R",2021-06-01,110.974116066876,2,0,"No"
10035,"Team R",2021-06-08,113.707690437454,6,0,"Yes"
10035,"Team R",2021-06-15,113.157513650143,3,0,"Yes"
10035,"Team R",2021-06-22,115.298862716248,4,0,"Yes"
10035,"Team R",2021-06-29,114.449158454089,6,0,"No"
10035,"Team R",2021-07-06,116.091879186159,4,0,"Yes"
10035,"Team R",2021-07-13,114.176680050258,5,0,"Yes"
10035,"Team R",2021-07-20,115.370413607151,4,0,"Yes"
10035,"Team R",2021-07-27,115.243587640808,2,0,"Yes"
10035,"Team R",2021-08-03,113.374956459106,2,0,"Yes"
10035,"Team R",2021-08-10,116.128084307842,6,0,"Yes"
10035,"Team R",2021-08-17,116.810913400031,4,1,"Yes"
10035,"Team R",2021-08-24,115.771128074272,3,0,"No"
10035,"Team R",2021-08-31,115.391452162689,7,0,"Yes"
10035,"Team R",2021-09-07,116.13625666153,4,0,"No"
10035,"Team R",2021-09-14,115.684879737229,4,0,"Yes"
10035,"Team R",2021-09-21,115.112255362199,5,0,"No"
10035,"Team R",2021-09-28,117.537737735749,5,0,"Yes"
10035,"Team R",2021-10-05,117.246729437184,6,0,"No"
10035,"Team R",2021-10-12,117.758775366715,9,0,"Yes"
10035,"Team R",2021-10-19,119.067987384879,6,0,"Yes"
10035,"Team R",2021-10-26,119.027592107734,3,0,"Yes"
10036,"Team G",2021-06-01,112.006748191515,3,0,"Yes"
10036,"Team G",2021-06-08,111.357824174481,5,0,"Yes"
10036,"Team G",2021-06-15,113.881086408405,10,0,"Yes"
10036,"Team G",2021-06-22,114.051138702517,2,0,"Yes"
10036,"Team G",2021-06-29,113.675811155299,4,0,"No"
10036,"Team G",2021-07-06,113.373730665084,5,0,"Yes"
10036,"Team G",2021-07-13,115.848558840466,1,0,"Yes"
10036,"Team G",2021-07-20,116.81600892744,12,0,"Yes"
10036,"Team G",2021-07-27,115.520862351163,4,0,"No"
10036,"Team G",2021-08-03,115.159582482728,4,0,"Yes"
10036,"Team G",2021-08-10,115.049304246598,7,0,"Yes"
10036,"Team G",2021-08-17,116.464669309252,4,1,"Yes"
10036,"Team G",2021-08-24,117.468405750494,8,0,"Yes"
10036,"Team G",2021-08-31,115.362589529445,4,0,"Yes"
10036,"Team G",2021-09-07,116.171684532414,9,0,"No"
10036,"Team G",2021-09-14,114.633965990461,7,0,"Yes"
10036,"Team G",2021-09-21,116.543351431747,5,0,"No"
10036,"Team G",2021-09-28,117.252964222192,4,0,"Yes"
10036,"Team G",2021-10-05,117.54842667228,5,0,"No"
10036,"Team G",2021-10-12,115.476440358207,4,0,"Yes"
10036,"Team G",2021-10-19,119.009520352469,3,1,"Yes"
10036,"Team G",2021-10-26,118.986672487814,8,0,"No"
10037,"Team Y",2021-06-01,112.404451459966,6,0,"No"
10037,"Team Y",2021-06-08,113.253976055908,7,0,"No"
10037,"Team Y",2021-06-15,113.41469873583,3,0,"Yes"
10037,"Team Y",2021-06-22,113.618212050628,3,0,"Yes"
10037,"Team Y",2021-06-29,115.383760452834,5,0,"No"
10037,"Team Y",2021-07-06,115.533097217158,8,0,"Yes"
10037,"Team Y",2021-07-13,114.263150128459,8,0,"No"
10037,"Team Y",2021-07-20,117.551548772472,2,0,"No"
10037,"Team Y",2021-07-27,117.32550857729,4,0,"Yes"
10037,"Team Y",2021-08-03,117.18122931422,6,0,"Yes"
10037,"Team Y",2021-08-10,114.47409802606,4,0,"Yes"
10037,"Team Y",2021-08-17,116.847886867739,9,0,"Yes"
10037,"Team Y",2021-08-24,114.905439441932,3,0,"Yes"
10037,"Team Y",2021-08-31,117.18404000095,13,0,"No"
10037,"Team Y",2021-09-07,115.399011101405,6,0,"Yes"
10037,"Team Y",2021-09-14,116.611508874589,3,0,"Yes"
10037,"Team Y",2021-09-21,117.486792630737,7,0,"Yes"
10037,"Team Y",2021-09-28,116.840380608223,9,0,"Yes"
10037,"Team Y",2021-10-05,116.725041040499,7,0,"Yes"
10037,"Team Y",2021-10-12,118.583703759231,4,0,"Yes"
10037,"Team Y",2021-10-19,117.550417223684,2,0,"No"
10037,"Team Y",2021-10-26,120.72347207656,5,0,"Yes"
10038,"Team F",2021-06-01,110.333237775628,6,0,"Yes"
10038,"Team F",2021-06-08,113.035207027981,2,0,"Yes"
10038,"Team F",2021-06-15,112.414252949619,4,0,"Yes"
10038,"Team F",2021-06-22,113.370287380222,6,0,"No"
10038,"Team F",2021-06-29,114.840245388764,6,0,"Yes"
10038,"Team F",2021-07-06,114.630220779713,4,0,"Yes"
10038,"Team F",2021-07-13,114.405222120765,6,0,"Yes"
10038,"Team F",2021-07-20,115.864171632885,7,0,"Yes"
10038,"Team F",2021-07-27,113.834325604531,6,0,"Yes"
10038,"Team F",2021-08-03,117.496756882624,5,0,"No"
10038,"Team F",2021-08-10,113.984682800147,2,0,"Yes"
10038,"Team F",2021-08-17,114.954788769387,5,0,"Yes"
10038,"Team F",2021-08-24,113.82149718126,5,0,"No"
10038,"Team F",2021-08-31,116.13873924615,4,0,"Yes"
10038,"Team F",2021-09-07,112.98571859166,6,0,"No"
10038,"Team F",2021-09-14,115.941338151519,4,0,"Yes"
10038,"Team F",2021-09-21,114.507969870535,4,0,"No"
10038,"Team F",2021-09-28,119.231364406606,4,1,"No"
10038,"Team F",2021-10-05,116.995425556769,3,0,"Yes"
10038,"Team F",2021-10-12,116.461378608386,4,0,"Yes"
10038,"Team F",2021-10-19,118.4714344022,11,1,"Yes"
10038,"Team F",2021-10-26,120.021668374846,6,0,"Yes"
10039,"Team E",2021-06-01,111.713124742134,4,0,"No"
10039,"Team E",2021-06-08,110.652055921618,6,0,"No"
10039,"Team E",2021-06-15,112.803284232085,4,0,"No"
10039,"Team E",2021-06-22,114.305231284711,3,0,"Yes"
10039,"Team E",2021-06-29,114.936395704924,1,0,"Yes"
10039,"Team E",2021-07-06,116.889166400671,5,0,"Yes"
10039,"Team E",2021-07-13,116.33728722785,5,0,"Yes"
10039,"Team E",2021-07-20,115.836675477083,6,1,"No"
10039,"Team E",2021-07-27,116.566317910494,6,0,"No"
10039,"Team E",2021-08-03,114.345048620629,6,0,"Yes"
10039,"Team E",2021-08-10,115.009555356946,5,0,"No"
10039,"Team E",2021-08-17,116.190326198657,6,0,"Yes"
10039,"Team E",2021-08-24,116.087744361828,5,0,"Yes"
10039,"Team E",2021-08-31,115.324325237498,3,0,"Yes"
10039,"Team E",2021-09-07,113.66634920083,9,0,"No"
10039,"Team E",2021-09-14,116.932681436623,5,0,"Yes"
10039,"Team E",2021-09-21,116.034650463795,4,0,"Yes"
10039,"Team E",2021-09-28,116.221488299496,5,0,"Yes"
10039,"Team E",2021-10-05,117.80520566644,6,0,"Yes"
10039,"Team E",2021-10-12,118.999455358686,4,0,"No"
10039,"Team E",2021-10-19,118.206425134601,6,0,"Yes"
10039,"Team E",2021-10-26,119.313281509756,2,0,"Yes"
10040,"Team X",2021-06-01,110.306419871418,3,0,"Yes"
10040,"Team X",2021-06-08,112.343668424695,6,1,"Yes"
10040,"Team X",2021-06-15,111.869072657197,4,0,"Yes"
10040,"Team X",2021-06-22,113.461385986001,7,0,"Yes"
10040,"Team X",2021-06-29,114.816637620047,6,0,"Yes"
10040,"Team X",2021-07-06,113.796600235257,5,0,"Yes"
10040,"Team X",2021-07-13,115.720315500192,4,0,"No"
10040,"Team X",2021-07-20,115.639528610503,4,0,"No"
10040,"Team X",2021-07-27,116.924279369893,7,0,"Yes"
10040,"Team X",2021-08-03,115.099263006599,4,0,"No"
10040,"Team X",2021-08-10,115.451431982874,1,0,"No"
10040,"Team X",2021-08-17,115.778473530961,7,0,"Yes"
10040,"Team X",2021-08-24,115.211619631156,8,0,"No"
10040,"Team X",2021-08-31,114.420741413308,8,0,"Yes"
10040,"Team X",2021-09-07,115.912750527175,4,0,"Yes"
10040,"Team X",2021-09-14,115.106905563963,5,0,"Yes"
10040,"Team X",2021-09-21,116.079285113719,9,0,"Yes"
10040,"Team X",2021-09-28,115.204887558639,11,0,"Yes"
10040,"Team X",2021-10-05,118.597343503502,7,0,"Yes"
10040,"Team X",2021-10-12,118.492789902374,6,0,"No"
10040,"Team X",2021-10-19,117.298460682485,6,1,"Yes"
10040,"Team X",2021-10-26,119.820679149909,7,0,"Yes"
10041,"Team I",2021-06-01,111.211521082544,3,0,"Yes"
10041,"Team I",2021-06-08,111.291537806184,11,0,"Yes"
10041,"Team I",2021-06-15,114.257440400745,4,0,"No"
10041,"Team I",2021-06-22,112.921968590319,5,0,"Yes"
